commentaires,notes 
ive galaxy phones since first disappointment yes looks good battery good new phone issue freezes waay often available memory new software not happening now given happened phones near year mark  months old though not happy,3.0 out of 5 stars
husband bought lilac purple color birthdayit's gorgeous love display infinity edge total upgrade i've using i'm glad waited everything shows bright crystal clear even email looks nicerthe emojis make using camera turn bit creepythey look like not really age don't think something see using often chat messenger fun maybe minutesthe camera nice pictures come clean clear however wish features explained bit manual make easier figure out nice able scroll different modes swipe finger howto's using different options would nice printed manual reference i'm sure would easy enough look youtube googlehaha suppose happens old leap frog generations find future pi'm not crazy bixby though way reassign button something else remove app entirely choose also like camera settings set say smile shoot cheese record video another trigger word unless completely turn voice bixby can't use voice command camera one feature not cancel another maybe software update later on maybe completely missed setting somewhere bump somewhere i've used morethe speakers excellent music sounds great calls come clear using speaker actually turn call volume down old hard hear people talk mic didn't pick well either not case herei love phone nice size easy hold looks great also easy set played awhile found simple navigate cool surprises thrown discover read similar understand people annoyed spending money not really getting much already had read released similar probably would not bought model part still feel great phone know fact great time taking pictures videos kids grandkids it added sample pictures one close approx away begging dog wanted lunch another couple inches away others feet filters camera set auto let thing pictures come clear much nicer phone i've playing features well results great toousing volume button snap quick picture convenient makes taking pictures size much easier i'll great time using camera grand kids visitthe lock screen little annoying click power button swipe screen way useful old sorts things tumbling around bag hidden home button power button quick responsive either one quickly wakes home button brings home screen press screen off always change time settings screen doesn't click fast give time not really big deal methis fun have battery life great keep display bright pretty also time screen set minutes charge day i'm good go regrets phone,5.0 out of 5 stars
know excited get package comes it well bust opened first thing set charger extras got box immediately appearant fake nothing worked child's play toy calling amazon bit interesting hold minutes buyer beaware may pay fake requested replacement arrive shortly video opening recommend case happens you update review replacements arrival,1.0 out of 5 stars
really disappointed used falls front back camera longer called apple support told cost repairi decided switch android bought galaxy amazon found way behind compare plusfirst thing shape long thin doubt screen second thing picture doesn't features like live picturethird thing can't move screen swipe fingerthis compares don't know x could be advanced,1.0 out of 5 stars
samsung galaxy unlocked smartphone lilac purple us warrantyi'll add review weeks use mainly sprint usersi inserted sim bought amazon didn't feel like messing sprint employees time sim sprint sim simolwtq samsung galaxy samsung galaxy search number find it inserted sim followed activation phone not website know number security pin start it'll much smoother you took five minutes rocking never called sprintother insights camera wow getting close slr quality lenses not i'm sure could fool itoverall speed excellentthe one loooong phone still fits pocket finebixby wth thisthat's now,5.0 out of 5 stars
paid got empty box not that seems reconditioned unit kind new old stock rehandled relabeled really got box sealed factory tape or reconditioner's shop tape accessory cables connectors samsung phone pay get zero,1.0 out of 5 stars
beast intuitive great features i'm happy purchase,5.0 out of 5 stars
big upgrade edge unlocked works every carrier cdma gsm,5.0 out of 5 stars
unlocked smartphone,5.0 out of 5 stars
better x,5.0 out of 5 stars
amazing yet even good case screen broken twice repair could bought something else money  curb killing me time leave samsung make one non curbed screen,1.0 out of 5 stars
perfect perfect  one issue battery,5.0 out of 5 stars
chance fix laggy unusable “features” another forced bixby it insists upon itself iphone surprise guess one works box spoiler alert iphone excited phone maybe marginally better camera setup s it’s least laggy last phone it’s not worth price flagship not you’re agnostic get iphone way trouble it’s worth arrives bloated nothing italso typical android fashion get less less responsive device time goes on every app install makes much slower android problem thing happens pixel xl stuck pixel uglier not full bloatit nice screen though like iphone’s screen much hardly upgrade another disappointment samsung maybe it’ll catch fire like note i’ll able rid phone,3.0 out of 5 stars
surpasses iphone currently previously market bought second use posting pictures real estate business would take ios day wasn't battery life would luck using sidekick plugged potato hold better charge phone note which also owned blew one dies minutes use charge three hours use camera great get battery low use flash message missing tens important business calls overall not able use device due minute battery life switching fully back iphone,2.0 out of 5 stars
use case cannot sustain fall inches glass crackif don't want pay half fix small cracks try repairing break internal components fail samsung refuse repair it even though offering moneyso chance not dropping phone,1.0 out of 5 stars
buyer beware unlocked phones not support carrier features like video calling wifi calling bought use verizon wireless features blocked reason blocked unlocked verizon wants spend big bucks buying use features supports really that's is buy unlocked expect features not work warned you,1.0 out of 5 stars
highly disappointed received locked device rather unlocked advertised however pleased speed received replacement next day contacted amazon replacement sent without even return locked device first something surprised methere damage box missing pieces device came brand new expected even locked device excellent condition roughly weeks since i've utilizing device i'm pleased purchase issues far knock wood easy switch moving samsung sso despite initial hiccup locked speed rectified definitely made initial mix up overall i'm happy purchase,4.0 out of 5 stars
great would buy outside tracking google samsung can't removed matter much messing domy complaint verizon says not authorize even though swap old sim card device works fine won't show account recognized model number manage atleast avoid activation fee,3.0 out of 5 stars
took verizon store set transfer current verizon number new phone checked serial number informed not compatible network,1.0 out of 5 stars
firsti want say typing review samsung galaxy verizon full lte wanted point end confusioni got phone put sim card old one minutes updates verizon settings ready goi not need anything special works beautifullyexcellent absolute great price highly recommend phone add save later watch price managed snag brand new factory unlocked sure price if not less comes outenjoy phone,5.0 out of 5 stars
received product time however accessories inspection fake accessories chinese felt like weight inside device back device stickers camera led fingerprint reader casually looking device won't able tell actually touch feel it going reviews seems happens lot lilac versionamazon customer service extremely understanding helpful quickly processed oder able get black version happy now,1.0 out of 5 stars
update april i’ve ordered samsung galaxy twice two separate occasions tried register samsung found phones intended hong kong market samsung would not warranty phones warranty would honored sent hong kong additionally phones specific hong kong parts getting repair may difficult parts may not available i’ve returned amazon issues talking amazon customer service told going pull inventory figure things went wrong btw find marketed call samsung cannot tell model number samsung tell imei number,1.0 out of 5 stars
arrived open box assumed used before noticed bat bixby button stuck tried manipulating small tool wouldn't work initial setup figured would try says seemed ok but noticed not holding charge reread description realized refurbished packed back sent back waiting refund now,2.0 out of 5 stars
color outer edges peeling sound quality poor pics good hard change keyboardsmain thing color sound from improved speakers always used samsung disappointed quality one month days great not,3.0 out of 5 stars
received new last week lots options lots learn phone according carrier dual sim put card slot model number smg unlocked new box described took bit carrier personnel determine sim card use great help activating phone transfer information old new one easy using smart switch first thing switch language spanish english apparently since unlocked phone unable set voice mail learned tube doublecheck carrier not sure yet bixby visited carrier personnel able install voice mail set the old way anyway working i'm liking much better,4.0 out of 5 stars
switched model wanted something smaller comfortable lighterpicture quality way better cameras hands down picks fingerprints easily not bad screen brighter gets dimmersamsung pay plus android pie update available looks like samsung faster comes updatesphone lags closing applications new android pie new one ui fingerprint sensor really fast sound better using speakers immersive since v bottom speakerbattery test long enough,5.0 out of 5 stars
bought brand new amazon clearly used set spanish us already folder labeled applicacions microsoft message app spelling dictionary option spanish us cant trust anyone days bright side included case free lol thanks ever sent appreciate thatit smg snapdragon cpu region set china  not usa mine didn't come ability stuff wifi calling example would expect new phonethe awesome large hands little big use one hand drawback normal people would use hands differentthe picture quality great even capturing action shots tried sneak pic girlfriend moved made ugly face half second picture clear like planned face pictureit works samsung certified fast charge wireless charging convertible standpad fast charge itcoming iphone thing night day difference bet could say new phonewhen open apps open immediately browsing web watching youtube videos smooth uninterrupted old iphone youtube app would lock hour use download apps lol old old wouldnt get ios updates level ios isnt supported anything couldnt even get email anymorei discover one thing don't like iphone cant turn apps able use mobile data foreground you turn background usage data open youtube gag start using using data iphone cellular data section settings turn app not allowed ever use mobile data unless back turn back on really saves using data wifi connection available not connected whatever reason start browsing web,4.0 out of 5 stars
don't mind losing features carrier get unlocked phone not programmed carriers software lost  options need att att tells nothing cannot flash install software option buy new phone unlocked directly att waste money known prior buying it would not bought it,1.0 out of 5 stars
upgraded due stellar cyber monday sale free amazon show included upgrade love old phone still works like day one thissamsung far better iphone there screen bigger crystal clear display lots cool new features emojis apps didn't access to battery life phenomenal sound better used curved edges give screen largest view camera seems good still learning new features no idea reviews mine came sealed box brand called samsung thanked loyal customer said comes two year warranty buy case screen protector thank amazon great deal will work mobile boost red pocket att precaution call provider order  heads not work sprint not accept unlocked androids kind hassle switched providers,5.0 out of 5 stars
received opened realised package previously opened resealed everything box device open sim card holder paperwork says warranty lie absolutely paperwork activated appears working write next review one month let know goes,2.0 out of 5 stars
bought samsung galaxy like new amazon warehouse deals not authorized seller wanted extra cause someone touched returned it work education i'll take deal get also made sure came original packaging it stated condition descriptionso far pleased purchase lovely came plastic still original pieces headphones little tools popping sim card not come charger picked separate orderi att getting service sorted bit tricky set everything working now went one store agent switched sim card checked calling service not data left shopped suddenly realized internet wasn't working went another store agents useless wanted sell stuff irrelevant issue goes went home called att three agents hour later rolled yahtzee mark advanced tech guru came phone bunch stuff imei apn neither immediately worked finally hang turn could zap it called back after cause that's kind class act mark is huzzah mobile data working without issueone disadvantage buying like new warranty started person first bought it not say anywhere amazon description first purchased registered samsung account shows warranty started june therefore assuming that's first owner registered it beginning dec now anticipated really using warranty don't might find annoyingi'll also point bought discover amazon cashback quarter cashback covered state tax saved extra put toward microsd card storageif anything goes wrong phone update future far tickled lilac like new amazon warehouse deals phone,5.0 out of 5 stars
expensive short life nd expensive purchased amazon first bought refurbished horrible idea short life maybe months second time purchased less year ago priced around usd good started get slow reinitiate last time updating night simply never came back life expensive short life not buy cell phones amazon went straight back best buys get insurance warranty anything possible,2.0 out of 5 stars
not many issues thus far always keep battery saver mode frustrating lack certain notifications seems fast size isn't big me although one handed operation limited compared smaller phone charge lasts day without much use without power saver mode add fair amount use power saver mode still lasts dayi couldn't justify getting gs battery life better cameras extra gb ram device like one extra features samsung made quality phone happy it i'd recommend charging battery keeping may double battery life maintian capacity years instead samsung's year guarantee,5.0 out of 5 stars
got cyber monday sale considering reduced cost extra amazon device included package fantastic deal buying amazon also gave peace mind something wrong path recoursethe new factory sealed unlocked fired right away getting work mint mobile little challenging that's not phone's fault camera excellent especially shoot rawdng format process image something like capture one lightroom battery life also great also don't use nonstop,5.0 out of 5 stars
puchased preorder back march using since day received sprint hesitant purchase outside sprint store worked well one hiccup activating it not come sim apparently sprint doesn't always carry store searching sim located associate switched phones s minutes,5.0 out of 5 stars
waiting got home perfect everything box be wrapped cling plastic brand new i've hours can't make claims well works definitely new reviews made nervous isn't scratched used missing together even smartswitch paperwork user guide health warnings extra ear bud caps still sealed complaint isn't phone delivery person left back yard reason dog chewed cardboard amazon box put deep gouges external sleeve nothing important damaged,5.0 out of 5 stars
great phone sansung done great job updating thetr android thing beautiful fast great screen card capability part promotion carried samsung alsk amazon included free samsung chromebook turned goto tabletlaptop crazy huh happy connection messaging every thing else,5.0 out of 5 stars
recommend cells seller buy from little nervous ‘used’ would look looked new think it’s new original box manual anything else aside original charger described seller popped sim cutting size contacts there texts gone problem sending multimedia text message looked online solve problem apn related haven’t explored everything yet far major problems yet knock woodi’m glad took chance update old buying good seller paid price new winwin,5.0 out of 5 stars
samsung galaxy bigger holds charge well cameras take excellent photos still getting used it different galaxy previous phone curved edge display looks cool fast moving phone lovely design overall got coral blue beautiful seashore blue little heavier hand expected,5.0 out of 5 stars
product performing well moving photos real problem also volume low maybe fixed far luck disappointed selleramazon original order canceled not reported selleramazon finally got cost original order not yet fought battle selleramazon,1.0 out of 5 stars
camera rocks like able add memory cards love ell works support tv's bluetooth fairly stable battery life manage function works overall feel like degrading quicker i'd like auto volume annoys crap me bixby apple like arrogance dedicated button cannot remap screen delicate edges look great must use protective film causes loss sensitivity hate kies samsung software file transfer garbageoverall i'd take  now value moneyimprovements i'd like something large music player control buttons sportdriving,4.0 out of 5 stars
nice phone i'm still trying learn android little different windows phone loved fast lots settings make way like it waiting new user interface new android available soon lot research buying i'm not disappointed like bixby didn't think would use handy push bixby button ask help open apps messaging phone voice mail whatever want use opens call number call voicemail create send message quick helpful,5.0 out of 5 stars
bought samsung phones one disappointed me first off reason screen scratches easily keys able put significant grooves screen battery life worse last year's basically keep battery saving mode time almost three months seems slowing down also glitches alot apps refuse open overall samsung not impressed,2.0 out of 5 stars
update my original review below owned month found would not update latest firmware kept saying date july even though samsungs website showed monthly updates contacted samsung provided imei number found factory locked specific carrier not mine not one seller said unlocked for contacted carrier found unpaid owner would locked person paid off imei held original owners social security number due unpaid balance told return phone seller committing form fraud selling phone would always suggest contacting samsung imei number verify fully unlocked putting info new phoneoriginal reviewthere downfalls found one related seller bought refurbished still old number registered fault seller also caution anyone buying refurbishedthe downfalls related curved edge screen impossible find case protects screen sides due this found multiple cases raised top bottom keeping screen tabletops face however sides still exposed see slight flicker sides turn slightly may may not every mine since refurbishednow onto goodthe speaker quality feels like handheld movie theater color extraordinary battery life better previous not good expecting model years newer version response time impeccable bass sound lagging whatsoever highly recommend note curved edges exposed part makes nervous,2.0 out of 5 stars
first off ahold carrier delivered left front porch freaking snow ice not happy all frankly sick death delivery people amazon uses delivery promises aren't kept delivery promised sunday didn't get today watched last night got email stating would delivered today pm instead yesterday pmthe appears new idea tell looks new spotless daughter loves so far update evaluation time goes on,4.0 out of 5 stars
much better note not didn't like one thing didn't notice actually getting security control knox within s think read preferred requirement businesses enterprise cell phones employees could good thing us require play find need tailor settings prefer easier personally hey love discovering new things anyway screen beautiful midnight black version s responsiveness fantastic memory space much better buying unlocked find one thing didn't expect outstanding hope plan last long long time,5.0 out of 5 stars
galaxy love despite big feels nice hand easy use curved edges infuriating use palm kept hitting side screen reached across phoneand really don't get point curved edge doesn't anything useful care about makes hard use think samsung decided something interesting different give wow factor despite worse uselessso brother says get big case cover edges solve problem ok solution cover edges up what's point first placeand super tall also don't understand makes hard thumb reach top phonei feel like samsung fallen trap shareholders want stock keep going up not enough sell million phones sell million next quarter instead making good useful going make gimmicky try attract people new gimmicks even they're not usefuli returned s day use i'm back i'll probably get pixel  instead eventually,1.0 out of 5 stars
liked samsung edge love phone oreo android update gse pretty poky screams two apps like could barely use samsung microsoft arrow launcher google carplay autos apps painfully slow gse gs scream battery life continues excellent better screen better usb jack better stereo sound also much better bluetooth devices really slow properly connect gse's bt gs's bt rocks far wish samsung google little less heavyhanded insistently pushing privacyinvasive features like location history etc wish could uninstall samsung crpware though,5.0 out of 5 stars
get new phone really dislike options major drawbacks edge display impossible find good screen protector for fact recently cracking display realized costs roughly half price replace price display obnoxious seemingly pointless beveled edge absolutely love camera fast sprint network obviously zero justice may want change service providers benefit performance offer,2.0 out of 5 stars
note review product arrived first day thoughts not indepth longtermcontrary customers seemed experienced reviews came completely brand new not tampered all everything worked fine launch transfer sim cards use verizon sim works fine need contact them there's nothing see regarding damage issues related sent could happened beforehandi bought unlocked new order avoid verizon bloatware never used couldn't manage get rid of also nice avoid hidden fees attached new phones bought providersmy initial thoughts are fantasticthe picture quality stunning especially coming droid turbo which nice was screen lackluster comparison camera beautiful could easily say justifies pricepoint looking market photography comparison phones i've seen even touched many featuresthe speakers surprisingly clear sound great i've noticed trend many smartphones day one have awful speakers reason maybe manufacturers assume using peripherals bluetooth times regardless covers base better othersthe slim tall design feels much better hand expecting to coming smaller phonei love shortcuts android version entire galaxy line operates general samsung always made stellar leaps convenience mixed modernization no differentas far bixby goes don't use voice commands phones whether bixby google assistant etc period avoid bixby button my one caveat part hardware designed exclusively bixby doesn't applyi update later regarding things like battery life communication features anything else think using extended period time,5.0 out of 5 stars
saved ordering amazon opposed getting att connected att carrier moment put sim card in beautiful not time thoroughly explore it appears working finemy sitting table morning went dead called samsung support emailed next day air shipping label good complaintsi not look forward without week service centers state delaware still love phone,5.0 out of 5 stars
purchased weeks ago needed something unlocked would work att samsung galaxy note finally died worked perfectly since arrived came new box power cord wall adapter headphones take store get new micro sim card one previous larger type not fit slot battery life great cell signal comes issues,5.0 out of 5 stars
beautiful glass body many great qualities use dolby atmos exquisite audio experience custom audio settings infinity amoled display looks immensely beautiful vivid colors deep black another samsung continued use headphones slot battery life great everyday normal use battery saver settings provide options greatly extend battery life device samsung pay nice feature especially since work places digital payment methods,5.0 out of 5 stars
trouble transferring apps old though reenter passwords cable connection didn't seem work found old wifi grabbed everything anyway screen completely eyepopping especially setting highest resolution blazingly fast compared battery seems last last one real annoyance but still giving stars really hard turn bixby feature tied dedicated button right volume control button can't used anything else really easy hit accident c'mon samsung people don't want it don't want it simple setting turn assign button something else nothing magnificent device overall though,5.0 out of 5 stars
upgraded samsung model smgu unlocked version samsung works fine transfer stuff old new went pretty well curved screen visual appeal believe flat screen would practical easier protect terms tool discovered anything new couldn't do comes something called bixby guess we're supposed know it guess i'm not interested bixby see information educates might need it like samsung phones grown accustomed company's android interface makes sense stay familiar probably reason upgrade version unless money burning hole pocket  case one son's needed got old s treated new phone,4.0 out of 5 stars
purchased devices one still wrapping issues used missing charger adapter piece phones worked great paid new received used one left without charger adapter,3.0 out of 5 stars
best and beautiful hands downpixel xl worse processor less ram worse battery equalizer dex hdmi output sd slot stupid notch expensiveiphone max similar performance fingerprint sensor worse battery life sd slot stupid notch dex expensivenote big onehanded use big pockets processor phone expensive tho use spen that's best useriously waited flagship announcements find s announced months ago still best year not even closecompletely customizable pleasure use new samsung software much better old bulk days even note i'm coming pixel xl vouch lightweight useful snappyalso alwaysondisplay pleasure don't think i'll want back not option battery life amazing i'm happy,5.0 out of 5 stars
note purchase product name beneath title product manufacturer name not vendor not received different one ordered also not include charging cable product don't let fool you phones not new not sold samsung favor best buy instead,1.0 out of 5 stars
edge lcd screen died last month needed right away currently verizon sort limits choices works verizon cheaper buying directly verizon didn't pay activation fee since used old sim cardin honesty like looks edge better also miss physical button bottom phonepassive battery life amazing far old would almost completely drained end day checked every while periodically checking while sending texts etc still midnight apps kill battery life pretty quickly notify every notices apps running backgroundhave not time play around bixby yet,5.0 out of 5 stars
three stars amazon's screw itselfwhen get phone check model number should smgui ordered unlocked galaxy model number smgu amazon sent chinese unlocked model number smg although look same chinese sort works dropped calls poor sound quality incoming calls straight voice mail not warranty all support comes china critical features carrier offers disabled such tmobile's wifi callingit took month figure wonderful galaxy piece crap neither amazon samsung much help discovering source problem wasn't tried register samsung's us website failed got clueafter much do amazon replaced chinese correct one like magic everything appears working fine including wifi calling,3.0 out of 5 stars
upgraded galaxy galaxy many improvements however lot familiar used att network easy getting sim replacing account one note att not call galaxy name account device page not buy them simply call device designation not cause issues billing anything else account asked support change device galaxy never went through camera beautiful playback forms media great battery life i'm not wild sidebar tabs stow contacts apps think get way things doing summary great phone,5.0 out of 5 stars
awesome love fact unlocked additional junk carrier would purchased thru carrier issue warranty samsung care side not disclosd purchasing phone amazon willing resolve matter gave options purchase warranty overall love amazon customer service top notch,5.0 out of 5 stars
due negative comments previous people wrote regarding receiving boxes phones phones scratches previously used phones hesitant make purchase happy report followingthe samsung galaxy unlocked us version coral blue arrived brand new condition packaging brand new seals packaging also factory protective clear films front back gmu model also packaged charger instructions card tray key headphones,5.0 out of 5 stars
typical oem bloatware well google thirdparty software can't removed hardware bixby button obvious attempt overriding google assistant easy activate unintentionallya samsung account necessary use competing features even don't make sense need accountthe screen brilliant beautiful curved edges give attractive illusion depth battery life good recharge fast samsung best swipe predictive qwerty brands i've ownedi'm happy purchase,4.0 out of 5 stars
purchased amazon warehouse purchase could not bring pay full price todays high end smartphones looking product received looks functions new deducting two stars tried register warranty service find couldn't registered i'm pulling one star amazon listing warranty one star samsung not able register product continue test functionality coming week great value money samsung supports product advertised,3.0 out of 5 stars
received phone worked fine first weeksthen lost battery power turned night charging not help every else started fail sent youbrakeifi samsung tech support diagnostic showed flawed motherboard leaving overseas next week amazon declined refundso phone way communicate  house spend other today buy phone never ever purchase amazon no support,1.0 out of 5 stars
repackaged sticky cellophane left adhesive back camera lenses can't removed finger sensor appears dirty nothing box except phone papers chargers headset nothing,1.0 out of 5 stars
die hard apple person desktop computers home apple family members iphones laptops apple not really sure decided try samsung galaxy happy far using  year old iphone figured would huge upgrade modern world still takes little getting used coming ios system's way things lose capability imessage facetime not huge deal use duo app google facetime key points large beautiful screen looks great like haptic feel keys texting feel keys pressed little buzzvibration think new iphone again i'm coming two choices new keep apple get iphone would cost applecare warranty got samsung and got ultimate play bundle bundle took square trade year warranty deductible need use it used square trade warranties past products always replaced stood guarantee square trade owned allstate confidence them getting back phone seems work fast loading apps pages use lot wireless products home nest thermostat wireless cameras lifx lights liftmaster garage door opener work fast flawlessly audio playing music sounds great plays loud clear phone like fact still earphone jack like android system comes google assistant voice command people hate bixby feature phone real gripe large button left side trying adjust volume accidentally hit bixby sometimes like though i's voice activated get car morning speak wake bixby command open whatever app need usually waze open speak waze take work without look phones screen take eyes road also bixby camera function cool too different things camera like point camera lens sign foreign language live translate sign english language and plenty phone point food tell average calorie count point wine bottle label give information wine type year etc thing think never use course tried animoji friends scary weird everyone looks this would personally like see update fix type look realistic looking online days comparisons pictures taken compared others mot notably iphone opinion lot pix better contrast usually better real advantage tends overexpose bit so dark scenes look bit brighter iphone thing get used colors samsung oversaturated colors bright setting display function gives options view turned one looks lot realistic like fact phone well iphone features ability record video fps looks great samsung though optical stabilization doesn't work shooting fps keep steady hand isn't issue video formats stabilization samsung works better all happy went samsung months regret it always keep months sell get new larger iphone plusupdate  voice unlock code terrible and searching options came conclusion don't need it face unlock fingerprint reader back actually back fingerprint scan unlock methods quick easy use battery life good far using weeks now one thing find annoying didn't know would problem video picture quality someone sends large video via texting whether send video send one becomes low quality almost hard see all compression carriers use send video's large picture files doesn't take much space used iphone using imessage send size video someone else iphone great quality sides text not android not samsung android phones so now send videos via whatsapp viber or number text apps compress not horribly oh one note hope samsung corp reading review samsung customer service reps stupidest people ever dealt tech company used think comcast bad called couple times speak someone samsung repeat question tell understand feel offering absolutely answers put hold find come back resolve terrible customer service degrees dealing someone applecare question iphone imac computernd update didn't realize important know purchasing fact i'm att network people factory store didn't know this sales people best buy department not know either buy unlocked galaxy s however want buy thru att network not factory unlocked phone different options it meaning unlocked not have wifi calling option audio option vvm video voice messaging not get video voice calling option features not even phone now buy att pay front plan either way factory unlocked phone pay  more paying full price front get att unlocked features nowhere best buy att store tell this mind great misrepresentation omitted purchasing picked bundle package amazon  got lot cool gadgets i'm keeping setup want others know difference buying unlocked version price feature set get figured att version bunch proprietary apps preinstalled hope helps someone beforehand really wants features and went att store figuring way could flash options phone isn't cannot update get optionsrd update april th discovered great feature today wish galaxy phones rise wake feature iphone x has pick look unlock via face good go discovered setting google assistant open galaxy even locked screen via voice unlocks ask google assistant do love feature immenselyth update april as play around phone learning cool things do instance factory come preset whether swipe app tray need repetition swiping either down setting swipe opens app tray as come samsung preset change setting swipe place got phones popular settings front you even better swipe using two fingers top screen opens second part settings control functions usually two part deal makes one step easier also one thing samsung addressed   using oreo software problem people using phones prior used hate now set updown volume buttons control media volume matter viewing and want control ringtone another type volume push volume media volume shows tap arrow top left screen others ready adjust exactly like them apparently reading online annoyance problem long time galaxy phones solved,5.0 out of 5 stars
box received didn't it instead cheap plastic case also box seal could tampered point watched unboxing videos phone there's supposed sticker seal break open box reviews sounds like customers received empty boxes dummy phonescustomer service processing replacement hopefully goes alright i'll update review info replacement,1.0 out of 5 stars
arrived excited use boom not work unlocked say really isn't customer service stinks no help want money back,1.0 out of 5 stars
mine stopped working days working sudden e colors black screen disappointing,1.0 out of 5 stars
great problems thing need clear clear got not sealed took get actived told used everything seems box works fine need let ppl know phones opened,4.0 out of 5 stars
metropcs initially issues getting added account woke next morning working fine so anyone wondering work metropcstmobile network usa i'm st louis,5.0 out of 5 stars
bought instead buying directly samsung big mistake save trouble buy samsung directly,1.0 out of 5 stars
ordered unlocked singlesim usa version smgu compatible usa carriers model number stamped exterior label box however inside box cheaper dualsim international smgfds won't work verizon sprint cdma bandsi ordered amazon price discounted turned disappointing experience waste time buy cell phones person authorized distributor make sure get paying for,1.0 out of 5 stars
fake cloned phone not buy u'll wasting time money buy directly samsung please double check cloned not deceptive,1.0 out of 5 stars
bought phones works perfectly trash essential features dont work not worth money,1.0 out of 5 stars
heart rate monitor not working no rubber seal protecting sim micr card water poor display quality poor camera everything big no first time ever experience problem amazon making want stop purchasing amazon love amazon they're loyal customers not stand   hope mistake made not scheme,1.0 out of 5 stars
switched saw price iphonex not disappointed switching samsung much better display camera iphones do pictures dark phenomenal easy transfer data iphone easy set features thinking switching iphone it not disappointed,5.0 out of 5 stars
pros overall great phonecamera high resolution lower light photography due dual aperturesgreat listening experience dual speakers stereo soundone best displays smartphone oledwireless charginga headphone jackbeautiful form factor display curving sidescon possibly incompatible cellular carrier check model numberfor not living uk listed model number unlocked ukthe description not explicitly list compatible region listed model live us model received smgfds unlocked version dual sim uk model not compatible verizon sprint possibly cellular carriers,4.0 out of 5 stars
not given actual phone display model hardware screen camera etc,1.0 out of 5 stars
nice upgrade i'm glad went  really like big screen extra camera,5.0 out of 5 stars
deffective get charged per cent restocking fees pay return shippingnot worth,1.0 out of 5 stars
 after month research want much battery life features inside beats phones i've water granted i've phones older like night day difference experience phonespros sound quality speakers phenomal highs not tiny bass not overbearing picture quality set max qwhd glorious thing camera stronger canon recently purchased downside zoom function makes rather quick get blurry beautiful slomo option video capture selfie camera amazing well filter options clear face also wide selfie option large groups people video recording phenomenal tracking motion capturing lightning fast loads apps web pages connection strong fingerprint open back conveniently placed iris scanning plenty battery life full days use gps tracking music playing  samsung pay option paying items without needing pull cardcons  camera zoom function isn't much good picture quality understand small handheld device  price tag always flagship phones rather high paying right flipping newer flag ships future doesn't make expensive purchase resale value couple yearsall enjoy found completely worth experience i've pictures battery life alone yet hiccups using always need doonly con would price otherwise complete stellar buy,5.0 out of 5 stars
opening shipping box found wrong item inside instead galaxy galaxy box sealed shipping tape ends opened box found inside chains yes chains wrapped napkin samsung charger couple generic chargers small accessoriesi reported incident amazon unable help me unless police report filed,1.0 out of 5 stars
upset right receive box inside box ,1.0 out of 5 stars
skeptical afraid buy reading every single review however gave benefit doubt biggest mistake regret every damn second literally hours damn hours first hours turned graphics looked amazing left store run buy case screen protector excited put screen protector went turn onnothing black screen everything tried reset it hard reset plugged charger nothing bunch bull don't buy them don't even bother don't even know vendor even still allowed sell products needto taken down amazon needs know effing customers over stay away,1.0 out of 5 stars
supposed brandnew unlocked looks brandnew far working fine box missing sim ejecting needle beginners manual sim ejecting needle downloaded users manual samsungcom activating tracfone carrier got message asking activate spring way around issue not get message anymore long stays time not big deal contacted seller amazon offered refund not want return great would like problem fixed,4.0 out of 5 stars
good phone not fall prey samsung trade program impossible find trade multiple stipulations,2.0 out of 5 stars
exactly advertised brand new unlocked model galaxy smgu works perfectly sums i've tried att verizon get better service verizon area unlocked model isn't full carrier bloatware don't use many downloaded completely satisfiedalso believe pick different waves used get bars consistently area i've one since set up,5.0 out of 5 stars
nervous purchasing unlocked amazon not knowing i'd get purchased this sold fulfilled amazon pleased purchase separate sim card carrier tmobile true unlocked buy doesn't come wall car charger true s's purchase separately i've earlier versions samsung phones best i've terms screen clarity memory speed photo quality audio much more considering buying phone best best buy directly amazon seller not third party seller  otherwise sure read third party's terms carefully aware buying third party seller comes risks,5.0 out of 5 stars
absolutely fabulous switched moto pure loved huge upgrade easy set adapter included attach old use app copy files awesome super fast love customizable is themes icons fonts issues bixby sound awesome sound important aspect me display beautiful camera fabulous concerned breakage ms tend twitch lot drop things researched forever protective pretty case hope found it also screen protector pop socket love whole set up feels really secure hand case add bit weight don't mind also worried getting fake empty box purchased unlocked worried research seller even emailed told concerns purchased mine ended getting mine endlessitems highly recommend them amazon didn't update seller's stock already bought it contacted day offered black one refund wait till got one in chose wait rather refund cuz knows long would take weren't supposed get three days monday customer service awesome said would try find one quicker recieved yesterday wednesday came perfect condition breeze metro get running  totally happy recommend buying it,5.0 out of 5 stars
leagues better was mostly due refinement rather innovation everything want to great camera beautiful screen everything come expect samsung flagshipthat said not massive improvement polished essentially phoneif got need upgrade new device year old device absolutely worth investment modern phone not much,5.0 out of 5 stars
this definitely best smartphone get today beautiful fall love every single day add wireless charger ear buds watch got amazing smartphone experienceyou need get cover glass back though not strong proposed be get alcantara case samsung also stick apps play store themes samsung hitch free glitch free ride,5.0 out of 5 stars
