commentaires,notes 
i've months charging port doesn't work half time battery dies hours,1.0 out of 5 stars
months fail problems motherboard services uruguay told irreparable,1.0 out of 5 stars
device arrived great condition set perfectly,5.0 out of 5 stars
issues far,5.0 out of 5 stars
good chance break screen even case on,1.0 out of 5 stars
stop working would like know,1.0 out of 5 stars
screen shattered within months purchase,1.0 out of 5 stars
works verizon att tried sim cards issues likely work international sim cards upgraded pixel plus,5.0 out of 5 stars
don't normally write review abit disappointed feel like getting open box item purchased new condition item plastic wrap around phone look used package didn't deliver time bubble bag protect item delivery anyway finish setup everything phone pulled headphone comes test volume adjustment messed up doesn't work correctly lower button didn't work all would return item didn't spend  hours setting messing around it paid full price expecting brand new phone,3.0 out of 5 stars
not charging,2.0 out of 5 stars
fingerprint reader not big issue people amazing stop reading useless reviews get it,5.0 out of 5 stars
battery life short returning manufacturer,2.0 out of 5 stars
h,5.0 out of 5 stars
per instructions returned galaxy  label thru usps shouldn't received item  thank you,4.0 out of 5 stars
cinema fell height screen shattered,2.0 out of 5 stars
nice,5.0 out of 5 stars
fairly certain opened reaching me film it ear buds missing sim card release pin missing completely dead seems like new i'm sticking it think someone took box used time explains things especially pin box documentation reading material there sheet pin missing,4.0 out of 5 stars
going iphone phone overall l ike everything camera camera slightly better,4.0 out of 5 stars
hello bought samsung galaxy detects moisture doesn’t charge battery fix it,2.0 out of 5 stars
ios wondering difficult jumping ship android flagship phones would be well exactly experiencei'm starting conclusion long love hardware aspect galaxy exceptions beautiful phone couple weeks useable fairly similar apps functions used iphone like quite bit additional functionality customization offered however using like every developer trying turn personal billboard trying sell something unless i'm willing shell per app cases gain higher end customization without ads cost many cases quite bit less efficient every day use due lack streamlined integration apps additional adsabout mei pretty much used ios smartphone tablet needs years or whenever iphone came i'm sure tested android tablet years ago not impressed weight device android apps stayed ios i'm pretty sure experience purchased first ipad month ago water incident iphone decide upgrade tomy motivation many exciting phones near future samsung reviews extremely positive samsung much cheaper iphone months market and don't think trend change anytime soon jumped ship ios could make better decision next iphone release iphone whatever name it i've used samsung galaxy exclusively weeks struggled with suggestions nonandroid users i've learned android ecosystem pros cons post switching likely choose nextphone designbig pro design makes people drool looks great feel great hand especially compare size versions could gone plain size absolutely happy eyesight isn't great larger screen greatpro size great hand smaller one even better feels better iphone pocket however height short pockets still cause issuespro build quality seems top line buttons work great etcpro like color options better phones theremeh expected fingerprint magnet is lolcon hard reach finger scanner back type unlock code often due placementcon dedicated bixby button button way placement causes accidental bixby engagement time samsung locked users reassigning buttonperformancebatterypromeh terms speed android nougat believe device come quite long way overall found response almost par ios understand difference open architecture apple's closed architecture great achievement doesn't outperform ios use can't mark clear pro felt capable every way didn't glitch way didn't find acceptable ios still wins herepro ability change performance modes nice increasing battery life performance don't play high performance games gaming folder options set priority gaming no interruptions high performance may reason users choose iphonepro quick charging wireless charging nice available although dont set housemeh customization phone easy affect battery life without realizing it real day day useage don't charging stations set phones usb connector iphone chargers set many rooms house necessity usb chargers have dont feel charges much faster iphone experience far underestimates long take get full charge quite bit maybe percent good part don't think worse using iphone i'm not charging thing less eitherdurabilitybig pro waterproof since last died due water always putting ziplock bag run weather questionable lake something glad havemeh screen glass marketed pretty scratchproof i've ordered screen protector tried keep film glass waiting arrive film didnt stay adhered days so i've careful carry pocket scratch i've never scratched phones screen quickly many factors won't list conmeh cant speak back durability personally since able find protector quickly not dropped phone videos online show back crack dropped concrete feet waist height although drop tests show surviving drops feet crack backglass height drop tests online seem indicate decent front durability often surviving foot drop i've researched front seems durable if not bit than iphone back really dictates coverscreenpro screen resolution great like screen use mid arms length away can't tell much difference resolution max mid setting appreciate ability run mine mid setting save battery lifebig pro stream movies often getting larger video narrow great experiencepro curved glass sexy electronics screens edge great job ignoring touches holding phone edge visible face set notifications i've seen ability run stock ticker itpro always display little battery impact didn't realize often turn see time even date set disply things 'just checking' save battery lifecon screen seems dim comparison iphone capable comfortable brightness maxed feel like i'm using reduced setting iphonecamerapro damn camera bump gone sit flat table nuff said using iphonepro cameras hardware best class give edge low light captures light apple phone bright light draw unless truly need cameras iphone use cropped images come great lens doesn't add value low light performance video needs need low light performance ability use different lensmeh i'm not labeling con purpose know backfacing lenses lenses not make want bump back phonestoragepro get respectable gig onboard add card whenever need it increase reasonable price using standard party memory cards none bullst apple gougingportsbluetoothpro accessories generic nice buy extra cable know buy party apple cables fit well tight may damage phone love not deal although switching docks cables cost bucks next iphone switches port wouldn't able use anywaypro earphone jack audiophile gone wireless audio ways design car connects phones radio audio cable requires nothing new use that added forget charge wireless headphonescon usb connection doesn't feel tight me connect cable doesnt align straight easily lightning connector even using cables provided phone also get errors different chargers not connected completely think error expecting fast charger little concerned reliability back mindauthenticationsecuritypro eyescanner great unlocking phone i've better restults many reviews mine usually scan correctly reading position pull toward face feet even dim light usually reads greatly reduces next concon sooo used fingerscanner unatural action unlock anything phone placement not reach naturally shift scan gotten real pain ass unlock appscon eyescanner either not work unlock apps like paypal etc isn't coded way easily connect it seem unlock phonecon mention logging apps pain ass phone dashlane app makes bit bearable know easy apple hardly comparable replacment use financial apps dedicate time trying get around this think standard fingerprint scanner felt accessible may issue specific modelmeh facescanner available photo unlock phone easily hacked is don't see point using this maybe wanted lock younger child phone anyone age wants get get past lockmeh generally don't feel secure data apps os features android infrastructure many find pro since choose different apps help feeling use windows computer security shoulders better address someway free solutions ads apple great track record securing data privacy etc everything read setting android points security features enable protected i've installed suggested apps hell knowscustomizationpro box one highly customizable phones available change experience want look behave add remove features like app drawer iphone users not have edit app icon looks rename remove app names etc customizations pretty sweet like backgrounds move movement camera used sync background whatever colors camera capturingpro keyboard reduced size offset side prominent hand keys easy reach one hand big con word prediction didnt exist might reason change phones using sizemeh speech os good apple relistic speech bettercon if new android overwhelming use box without grounding first may licensing userbase expectation dual applications many functions preinstalled samsungs version chat email browser apps well android standard equivilent set start using them they'll prompting back forth change defaults similarly named functions nothing dictating app settings located engage settings etc not wizard guiding steps order makes sense apple sort walks step step creating apple account first security choices etc get none here keep tinkering creating accounts settings something works move onto next thing want work may take week get replace iphone completely use many apps allbig con using keyboard drives close insanity often wrong word appears functional i've defaulted using gboard comparing party takes twice effort iphone hadn't used iphone likely wouldn't notice used one notice fault every time type email text messagecon loss trust settings take work expected i've ring work thought not disturb set not know setting changed easy enough address must click look check marks okays enable save buttons iphone never requires click standard across platform unless exit back setting never know tookbig con for use enabling handicap features painful iphone set triple tap enable text speech read aloud me use often kindle books read without rely audible paying whispersync books enabling android difficult not continue read past paragraph max someone figured out please respond commentbig big big con ads ads everywhere like boot screen big displayed middle it well android provides functionality fact every developer uses way iphone users not experience customize get crazy resulting need app find causing it fact almost returned day ad got good advice i'm passing along keep readingfunctionspro best experience available phone get headset immersed pretty awsome videos yes iphone too samsung better not know experience degrees need stand turn around see behind you flying jet see pilot turn around watched cartoon aliens front rabbit hiding behind missed half action kept trying check rabbit doing not something need anyway fun costs little get set up forewarned seasick first use riding rollercoaster standing make fall downpro audio wireless sounds better compared iphone don't know versions headsets get bass etcmeh calls okay i'm not impressed app harder use integration apps not great items harder iphone answering call finding calling contact setting way call adding new call current call still gotten happen selecting number another app app open callmeh bixby samsungs response siri and google assistant also concept bixby develop something useful siri chaining commands together set setting opne app open app this not fully realized yet hold button duration command comes difficult feels unnecessary don't like it don't like button anyway engaging google assistant siri like way turning better i've used siri know expect know does less favorable results bixby recently enabled think may develop something pretty nice use samsung rethink button requirement hold duration command honestly half time i've clicked bixby button trying hold adjust volume bad placmentcon one better like clicking okay yes use apps android suffers thing windows does click extra time get function set even logging right now may push home button swipe up enter code click proceed iphone pushed home button let finger rest in majority system settings apps similar unneccessary extra selections swipescon speech text voice assistants text message email truly unpredictable not truly appreciate well apple stopped using phone really bad real life situations want use itbig con emergency call button it dial click it badly placed unlock screen conciously avoid hitting stupid thing times day things seriously puts iphone ahead samsung actual usage don't issue there need option move screen won't accidentally hit it cannot person hates thisbig con audio volume music apps annoying warning excessive volumes damaging hearing want disable forever won't let me wouldn't mind seeing warning away couple seconds must interact warning manually especially irritating next big concon audio apps extremely low using cabled headsets least wireless one example podcast apps max volume increase car stereo volume hear volume songs use jabra headset driving car used use iphone issue present it don't know many apps affected may setting related issue boxcon videos not full screen flipping screen sideways almost every instance iphone default not case ofen takes click get takeappspro multiple app stores download productspro android allows access hardware os apps whole different use apple apps provide many apps add functionality phone silent mode reduce volume anytime arrive work example change icons developer default marbles app name listed themmeh apps mostly functional ios equivilent provides aren't streamlined ease use miss iphone apps quite bitcon underground app stores likely viruses part offered appscon free apps adsbig con unless willing download apps 'risky' locations apps without ads double triple price apple rarely see paid app include see many paid apps include apps purchaseuntestedna provided headphones marketed  street value use wireless audio need test yetand suggestions not used androiddon't did soon got basics before sorted needed work hit store got lost downloading free apps knew bunch apps didn't remember function included launcher sounded soooo great figured came downloads apps unhappy day app home screen launcher way launcher made half crazy trying work it so stuck mode uninstall uninstall uninstall airpush detector app help identify sources adsstay samsung's default touchwiz launcher first launcher gives look feel device determines functions add remove settings new android touchwiz gives plenty play see available don't get embedded ads frontput settings app somewhere find easilyby default touchwiz launcher gives main landing screen google search field primary row related apps see every screen one seconadary row icons belongs landing screen only scroll right primary row view secondary offscreen rest landing screen idea apps secondary row frequently used apps along main apps primary row scroll screen right screen similar iphone screens look like grid placing apps chosen background time scroll right add one grid screens iphone does something not found iphone app drawer available screen swipe upward primary row arrow primary row indicating app drawer choose keep remove dedicated button opens well drawer default copy every app installed phone want one main screens press hold app inside app drawer let pull upward drawer drop whatever location release at copy remain drawer unless explicitely delete hide thereif already know don't like app drawer concept remove upward screen swipe function away installed apps drop onto grid screens like iphone behaves getting lost looking apps ahead remove app drawer get closer iphone default setup settings app icon display home screen home screen layout suggest adding back later date see like later isn't much get used onceyou likely used set apps main row homescreen whatever smart come from change row apps primary row match currently use set apps usethe timeout black screen way fast one trying figure configure phone settings change setting not lock looking screen bixby help find hold button ask change setting no samsung account get set account nowthe likely completely unlocked anyone set security point suggest setting passcode fingerprint scanner iris scanner unlocking this decide want laterthe comes app stores installed samsung market google playstore not group apps developer group do suggest pull apps folders put near other usually look samsung marker first see version app developed specifically not look google playstore developed android phones generalnext get sort security phone carriers sort security app preinstalled launch make sure set up also installed avast one app store due popularity across android forumsif like me lots apps running background press dedicated recent softkey next home button indicated arrows making box close allinitially getting confused apps provided thing select app function remove appmessaging clients hid messages it wont uninstall stayed message could navigate easilybrowsers difficult choice samsung internetpurple globe designed integrated phones hardware shows similar iphone's browser efficiency usage blocked sites chrome didn't didn't feel unsafe  no preference gmail isn't default form communicating i'd disable chrome no uninstall available unless issue had tied gmail i'd use chrome hideuninstall internet it'll let youif using iphone before samsung provided app called smart switch hook iphone provided hardware box the one usb hookup adapter scan iphone set contacts move photos room find matching apps stores  i'd run timenow find free background theme like one storesselect displays always displayset apps set use bitonce comfortable using set maybe day set edge app better idea time might nice shortcutother suggestionsset not disturb schedule in settings app get woken text messages nightblock blue light sunset in settings app supposedly reduces affects screen sleepset finger scanner swipe pull notifications open honestly dont use it ahead kind coolnoteyou cannot delete apps sitting primary apps bar must relocate grid depending app may not allow uninstall may able disable andor hide  worst case make folder hide unused apps itafter days research widget set one one screens maybe calendar clockafter days research edge apps available yousome apps i'm usingad source finder air push detector suggested coworkerdownloaded changed keyboard gboard suggested forums tested well others triedad blocker crystal blocker can't remember chose thispw manager dashlane shows top many reviews you engage app set pwbrowser puffin pro free ads speed use drawback memory consumption compared browserschat client textra mainly testing high reviewswidget i'm using widget called month put calendar one grid screens,4.0 out of 5 stars
works great problems sim card says carrier sprint cant use textnow who branch sprint buy youre carrier problems,5.0 out of 5 stars
great phone screw bixby,4.0 out of 5 stars
don't know kind operating system suppose not legit anything else samsung makes buying one husband knew exactly suppose look like much larger checked model number s good thing transaction prompt refund,1.0 out of 5 stars
cherry,5.0 out of 5 stars
dopeit really different,5.0 out of 5 stars
disappointing battery life like old galaxy can't samsung make charger port micro usb like everyone else planet except crapple course least provide adapter easily lost sin cards not backwards compatible old galaxy models cost extra new sim card make operational,2.0 out of 5 stars
not headphones arrived happen,4.0 out of 5 stars
black screen arrival black screen charge works accessibility voice talks screen all disappointed,1.0 out of 5 stars
time described samsung galaxy enough said,5.0 out of 5 stars
received empty box demand money back,1.0 out of 5 stars
long time galaxy user whole family samsung galaxies since annoys end turning galaxy iphone wanted form function silly proprietary annoyances sake advertising image well would bought iphone didn'tbattery weeks now cannot make day without dying that's bad enough far far worse fact battery cannot changed lack interchangeable batteries long achilles heel iphones iphone users constantly complain it samsung do make new model sealed nonchangeable battery guess we're supposed throw away battery goes bad galaxies interchangeable batteries users loved it would even consider removing muchloved feature don't tell waterproofing don't care able figure outallglass case kidding me look wrong break unbelievably slippery nice combination slippery made breakable glass front back people breaking phones time get tmobile store time amazon prime deliver protective case even case it'll break mean come on whole thing made glass course going breakproprietary charging port galaxy usb genius seriously s universally compatible including backwards compatible usb means practically every charging cable world could used charge it addition usb super fast data transfers so samsung do create new proprietary cable connection doesn't exist anywhere else piece technology ever invented great idea let's turn best charging system worst that's even worse apple iphones known unusable proprietary features least lots different iphones use proprietary cable case s uses useless connectioninfinity display samsung touts uninterrupted surface flows seamlessly edges okay one question anyone actually hold hand bringing market had would know hand cannot hold without touching seamless edges obviously so various parts hand constantly interfering function phone so holding phone hand constantly fighting fingers control phone i'd like know asking turned infinity pool case someone samsung reading this let answer rhetorical question one one cares wraps around edge interferes operation phonein words form function  give works well gimmicky new change no one cares anyway  stop copying apple bring back real samsung galaxy,1.0 out of 5 stars
piece junk shut get notifications not good business,1.0 out of 5 stars
boyfriend loves new phone likes said using hours,5.0 out of 5 stars
buy case read bad reviews hate said slippery fragile advise buy case protection plan totally worth it bought mine month ago best piece technology ever owned huge samsung fan far favorite not disappointed yet amazing definitely beats apple competitors not believe research unprecedented love worth every last penny last years come built resist shatters drops even water resistant minutes feet water smooth touch extremely fast memory usage fantastic features comes great recommend anyone buying new phoneit everything seen commercials more bixby anything often use feature remind parked turn lights off amazing technology great phone,5.0 out of 5 stars
actually loved hate samsung customer supportbefore buy quick search samsung galaxy usb port moisture detected find hundreds listingsthe closest samsung ever water sitting kitchen and beyond that supposedly water resistantthe usb port moisture detected warning pops continuously prevents charged via usb port unless turn off turn back on insert plug samsung name comes on samsung referred authorized center told known problem software it'll fixed upcoming release past month i've dealing constant issueenough  got rid amazon trade plan upgraded new nokia never another samsung product for  ever,2.0 out of 5 stars
great terms power ui pretty much price point going amazing definitely fits bill terms specs performancehowever probably fragile ever made never broken life drop much next person tell second hold amazingly fragile whole thing made gorilla glass known spider crack extremely easily crazy design actually approved don't care strong think glass never durable metalplastic benefits overshadowed fact fragile ever hit marketthe design makes way easier slip pocket can't ever remember fall pocket sure happened nothing became breaks constantly aware pockettake put table sat immediately started slip out think larger vertically smaller horizontally compared phones owned many phones never problem moment put pocketmy fell pocket sitting drop  feet cracked corners one corner not even apart initial impact fact corner major impact whatsoever fall maybe inches first corning hit ground cracked alarming say least shame not case literally hours not make home yet case purchased home however weeks later slipped again case on whole front shattered drop  feetinsurance absolutely must guarantee not working fashion long fell stories didn't get scratch fell feet spider cracked point need get repaired one important aspects cell durability ability handle everyday life people accidents happen one point another guaranteed fact treat delicacy infant makes almost burden ownbetween failings s beyond poor durability lifelong android user may switch iphone next purchase years line,2.0 out of 5 stars
package arrived today box charger etc phone disappointed payed much box think twice buying end bad time hoping replacement least refund purchased not box,1.0 out of 5 stars
months now owned note s samsung notorious lag months use previous samsung owner took steps try mitigate lag best could install avg cleaner consistently let run clean device unnecessary junk reboot least week clear ram delete background memory hogs might slow down despite managed lock least twice months remember self reboot still latency overall pretty responsive given option purchase months can't say would made another choice months still solid opinion one best phones available writing review looking new buy months ago seriously considering leaving samsung line fed notorious lag wanted something stable day decided buy samsung best deal out glad waited didn't buy soon hit shelves price dropped came two free giftsverdict great phone not perfect but great,4.0 out of 5 stars
long time iphone user moved try galaxy due large screen beautiful design deep price discounts unfortunately return week half unable maintain band tmobile lte connection tmobile blamed samsung samsung blamed tmobile returned thing went back iphone ready put whole experience failed experiment originally ordered samsung's website user experience purchase return compared apple crude confusing call samsung order support tech support multiple times every interaction samsung awful everything told support wrong never followed anything said would dobut here's thing went back using iphone ios felt so boring iphone design previously liked looked so datednow let's face it android mess duplicated functionality inconsistent ux android upgrade update situation pathetic android felt exciting boy miss screen overall designthen year's apple contenders sure apple hasn’t announced anything yet leaks pretty much know two iphones continue tired year old iphone design new amoled iphone ugly notchhave seen leaks galaxy note stunneri'll wait apple officially announce leaks rumors end true call glutton punishment i’m galaxy note update  iphone announced note available bought another s one functioning fine don't like iphone x's look the notch price many new features aren’t things would ever use didn' see enough bang additional bucks choose note s galaxy s think best looking market today reasonable price got sale even put android's goofiness,4.0 out of 5 stars
purchased galaxy samsung site gave old galaxy s hesitant first given negative reviews also elsewhere web owned month impressions red screen one main concerns since many people seem received phones red screens setting called blue light filter find awesome tends protect eyes damage screens cause especially used dark setting turned on colors tend look reddish first quickly get used it otherwise turn colors screen simply amazing absolutely issues here screen resolution size exceptional fingerprint scanner back phone right next camera first i'll admit bit inconvenient since trouble putting finger scanner rather camera however minute got case phone stopped issue since case border useful guide put finger right spot point scanner great easily recognizes fingers registered many times better faster one prior phone used even look scanner back whenever hold different phone again issues here even ton reviews saying people never ever get used it actually like location scanner now size galaxy  screen one  screen feels much better feels long first dimensions make sense quickly get used it there's even advantage here normally carry front pants pocket since bit longer grab easily found much comfortable carry hold missed extra half inch has hardware performance topoftheline absolutely issues lag freezing quality anything think of videos look amazing camera camera software quite advanced user sound speaker missing nothing sensors iris heartbeat light focus on work perfectly also comes standard akg headphones far best i've had sound quality materials used feel like last long time also problem first things like edge bar getting way whenever playing game user error comes game mode easily quickly hides edge bar game doesn't get way minute leave game edge bar back own bought coral blue color attractive things not like note things minor issues me that's gave starsa sometimes don't get notification sounds if example receive message several hours not receiving one in mornings example notice notification sudden tested fact happes several apps i'm sure easy fix software update cannot trust notification sounds note true sound notifications appear correctly timeb like said before headphones absolutely great however quite sturdy long cover jack using landscape mode headphones connected bit uncomfortable since cover gets way quite bit inconvenient means huge issuec bixby still limited comes google assistant found even better siri times would prefer physical bixby button could configured use google assistant also minor issue since always press hold home button get google assistant easilyd web pages where watching video landscape mode turn portrait video not resize solved hitting back button inconvenient note found true also iphone buddy has also note happens some pages work finee surprised first learn tempered glass screen protectors samsung store phone made sense since screen shape not allow good protector bought couple relatively inexpensive ones don't quite fit get loose quickly would recommend save money don't buy offbrand screen protectors phone won't work would prefer screen protector can't one unless plastic one samsung sells summary extremely attractive design mine gets noticed quite bit socially great also impressive piece hardware i'm alone also enjoy quite bit told voice sounds clearer person i'm call since phone also say hear person much clearly phone camera outstanding sound video quality impressive comfortable use also came galaxy transfer data settings quick easy impressed much felt like right beginning would definitely recommend others market right now,5.0 out of 5 stars
didn't work me took different metro pcs locations said thing signal activation won't through,2.0 out of 5 stars
mostly good lots positives great screen good speakers calls playing music touch interface responsive even like curved edgetoedge display however samsung seems emerging king bloat loaded samsung's redundant software adds zero value make suman feel apple bixby terrible fact still beta released offers nothing google assistant cortana yet samsung added dedicated button one keeps getting promoted set not again samsung pay completely unnecessary list goes samsung great going software team got involved junked up,2.0 out of 5 stars
extremely fragile days use fell hand table about inches screen cracked part screen went green stopped working gorilla glass kind gorilla glass can't resist inch fall samsung charged dollars in brazil fix damn thingdon't buy it,1.0 out of 5 stars
edge loved it plus home button say lack home button screen way easy touch attempt make something great even better screwed part up screen chips extremely easy even protector got best buy recomended screen protector installed said bullet proof now drop inches screen protector shattered fell chipped screen best buys response not problem would excellent not home button extremely brittle screen,1.0 out of 5 stars
got phone used less mins later screen froze didn't response actions couldn't turn off device keeps hrs only thing good battery last long time super hot whole time finally shouted battery runs out first purchase samsung product disappointed don't understand new device stop working first dayi contacted samsung costumer service horrible horrible horrible emailed several times never got responds their website said reply within hrs never happened,1.0 out of 5 stars
bought att store much higher price that's whole 'nuther story pros good camera fast processor sufficient memory sharp display that's it cons said prematurely retired perfectly good samsung mega prenotes screen way small small buttons small type small icons small wraparound edge thing bogus makes hard hold without fat case speaking tiny thin flimsy fragile aftermarket rich contact screen stickon guards robust cases hold without accidentally calling russia accident don't buy stuff att store either it'll cost strange charging cord old ones obsolete new note isn't better size either liked old phablet can't more still get is comes close  really miss old phone,3.0 out of 5 stars
bought directly samsung big sale thanksgiving giving rebates old samsung purchased verizon old great condition  locked verizon despite offices tell you difficult buy sim chip overseas purchase service order avoid verizon's high cost international plans arrived put new memory chip enabled wifi logged gmail account almost immediately google started sending apps new phone spent hour two recreating pages dreaded moment arrived time move verizon sim old new either online call verizon associate new old simphone number  amazingly within seconds installing sim became fully operational using number easy peasy no logging verizon wading thru customer svc dept nada worked so like new well could without curved glass don't like without home button quick unlocking phone  battery life seems longer although still bit early finding i'm going away electrical power best disable biggest battery hog time facebook doesn't hurt disable it comes roaring back open it disabled mode not constantly polling mother ship drawing battery down oh camera seems wash versus point maybe we've reached smartphones level perfection practical purposes can't exceeded sorta like pc's thing samsung apple do imho compete basis price  tis inevitable  look what's happened cost laptops desktops,5.0 out of 5 stars
operating system you’re samsung user even you’ve never owned samsung past highly recommend samsung galaxy s far fastest operating samsung ever made perfect someone spends high amount time wants speed able keep up phones operating system not slow you able handle anything throw ituser interface also friendly user interface make easy want hand make customization complex setting many people enjoy toy around withbattery life battery life phones seems incredible compared samsung’s past even social media snapchat browsing internet several hours day usually end day battery life many settings toy around make battery better one thing able shut improve battery life “always display” feature always shows time is uses unnecessary battery lifewater resistant great feature phone never accidentally drop toilet river wet places enjoy water resistant feature able fetch water damage done phonefast charging want get fast charger possible everyone hates waiting charge really need use charger charged timebixby bixby button feature tell commands it’s supposed perform whatever task tell within phone nice feature would driving really anything needs hand free one negative thing button directly volume buttons often gets bumped accident goes off,4.0 out of 5 stars
not support wifi calling or advanced calling features verizon able install verizon sim get working without problems features missing wifi calling big one verizon says aware samsung unlocked phones nothing features enabled end samsung not responded queries don't get points customer serviceother things aware of really slippery need case aware case really won't protect screen designed not cover infinity edges really big pockets cut piece foam board size device carry around daysother missing features seems work fine would not buy must get one communications carrier not unlocked version,2.0 out of 5 stars
replaced galaxy galaxy screen beautiful camera takes amazing photos better battery performance improved signal strength  however think texting feature taken step back overall worst all voicetotext feature atrociously poor constantly misspelling words like 'clubutt' instead columbus despite repeated attempts speaking slowly clearly also texting autosuggestion autocorrection feature routinely provides incorrect options,3.0 out of 5 stars
absolutely worse ever owned battery life sub standard purchased screen cover mind own rounded edges make next useless type navigate even screen super clean looks large keyboards apps appear small hard use due curvature screen bixby program cannot removed irritating application known mankind not fooled again never another samsung product,1.0 out of 5 stars
i'm rating stars counteract carrier shills tell not buy phone wrong anybody tells not buy updates fool unlocked literally best version works everywhere never stuck carrier it pick phone use whichever carrier best service area won't contract won't obligations get best price buy once cry once saynot that get samsung intended features samsung cloud caller id device maintenance intact zero carrier meddling,5.0 out of 5 stars
may not flagship galaxy anymore still work art i've owned mine months going still feels like using brand new phone partly thanks recent android oreo update finally though nougat still running strong update noticeable lags throughout months expecting major dropoff performance lot users say samsung phones time didn't really experience this maybe next months knows still amazingly smooth feels like highpower piece tech despite surpassed note s series not flagship still toptier especially compared midrange phones creeping price rangebattery life good not amazing survives mediumheavy use ticks power left end work day normally home left late afternoon depending use i've seen make end night without topup charge medium light use dependable full day use though not that definitely want charge bedtime don't ever use power saver mode though option need don't really tinker battery settings conclusion fine default settings don't constantly monitor change settings save phone battery really takes beating use youtube play games nonstop case last hoursperformance average user use average apps like facebook instagram dropbox youtube games there nougat performance expected flagship stuttering apps use internet example scrolling video news feeds get stutter nothing would think froze one annoying thing lag occurs tap icon open app tap icon sometimes would take full second respond making think tap didn't register tap again app finally opens runs smooth lag seems specific samsung phones seems caused forceclose apps try open app again takes longer load back up recently found aren't supposed forceclose apps avoided not forceclosing apps oreo update noticed lag anymore gotten ridiculously smooth since update oreo made major difference refreshing phone's performance almost feels like running stock android almostdisplay best aspect phone love staring screen regardless much older gets compared new models display always make look sexy pick wallpapers care lends strong attribute experience display colorful images black background really makes things pop almost look heavily immersive forget looking screen pictures come life not literally course blacks true blacks really makes difference anything special phone viewing experience major selling point something experience every time use phone display turns drooling fanboy infinity display might turn people love it adds dimension screen see falling edges rather cut bezel get illusion image keeps going forever unique touch exclusive samsung though best see person know whether like not yes create added glare screen bright light tradeoff something specialanother thing point out oleophobic coating actually works well repelling fingerprints feels really nice soft smooth gliding feel experienced another phone fingers feel home touch display not repelling fingerprints especially dirty greasy fingers gets job done well especially compare back glass ridiculous fingerprint magnet use case back glass always look hideous fingerprintsoverall might cover aspects future leave now yes flaws audio fragility allglass fingerprint sensor actually quite bad me issues camera lack software updates though finally get oreo mention audio etc full package something great especially moves midrange territory give stars not perfect features strongly overcome flaws leave lasting impression keep looking forward samsung store next,5.0 out of 5 stars
samsung galaxy stunning every angle it’s easily best android ever heldthe best display market currentlygreat software experiencethe camera works every light takes best picturesreliable hardware wonderful design fastit feels great handsetup takes minutes get software update mine unlocked works great verizonbixby works assistant always use google assistant works greatit engineering masterpiece outstanding performance finest big smartphone buy currentlyit comes high end headphones,5.0 out of 5 stars
like general amazingly dense piece technology one feature particular looking barometric altimeter works well phone ride gps app keep accurate topography rides no interest adopting another voice assistant life though bixby stuff kind annoying removed button actuator case pressed took pocket whenever picked something else bicycle mount use also would press button moto touch free voice assistant superior buttoni'm not sure curved screen adds real utility me cool think i'd prefer flat simple glass protector used even makes couple widerthe viewer device works really nice res screen battery life considerably better used motox phones although curved screen kinda cool makes using conventional glass protective cover impossible shattered weeks really expensive screen fix i'm little buyers remorse right now turns since inside day warranty samsung repair wihich cheaper buying kit ebay packing send away tomorrow business day estimated turn around s active interesting price given usage profile bulkier durable would acceptable trade offupdate repair went smooth billed expected got back days drove home roof one day neighbor returned tact tiny scratch one corner front glassfull disclosure drop several times killer drop stupid situation holding head get wifi signal barrier  given front back glass not fragile might think  still glass dropping rock doesn't end well direct bonded oled touch d glass assembly not cheap replace happens,4.0 out of 5 stars
great part broke glass back first day inadvertently leaning pocket also chipped back dropped feet onto concrete get case get phone also wish fingerprint scanner front instead back could unlock without picking up,3.0 out of 5 stars
year front rear camera failed hardware failure guess what cameras integrated mb makes cost prohibitive repair fine flagship also decided randomly die totally drained battery less hrs without open apps even using phone first experience samsung flagship phone iphone user previously owned every new apple flagship iphone without single issue last well feeling get samsung is tough luck bought extended warranty nice,2.0 out of 5 stars
weeks yesterday fell brocken 🤧😠😹,4.0 out of 5 stars
way expectation third galaxy one already sent back repair i've weeks send repair require almost weeksi'm business owner really perhaps friends rightshould gone,1.0 out of 5 stars
new phone charging shows green screen piece crap not suggest anyone buy amazon unlock phone get repaired authorised dealer bought may  today july  piece crap not working,1.0 out of 5 stars
bought somewhere else issue fragile existence foot drop shatter screen back glass might fixed glass later models didn't fixable ebay search galaxy screen replacement make sure not glass screen protector come set tools replace screen and back basically heat front back glass cut away adhesive around edges use pieces plastic cards wedge sides cut around prevent screen sticking back phone kit comes new glue search youtube videos unscrew back disconnect several connectors not think cell repair shops fix you kit ebay  don't know shops charge rest easy now don't afraid literally bricking,4.0 out of 5 stars
