stars,comment
2.0 out of 5 stars,"Worked great but then stopped charging after 5 months.
            "
3.0 out of 5 stars,"Se puede bloquear el celular... aunque pierda el cel...
            "
5.0 out of 5 stars,"All ok! Great!
            "
2.0 out of 5 stars,"Yeah it looks great...but the battery is completely shot, doesn't even last 2 hours! NOW I have to either return it or have the battery replaced which in a Galaxy S7 isn't exactly easy...I knew this was too good to be true.
            "
1.0 out of 5 stars,"Received package today.. Opened box to find the charger, the USB and NO PHONE... Extremely disappointed
            "
4.0 out of 5 stars,"Four stars since the first one was very defective out of the box. It would reboot every few minutes. They obviously do not check these phones very thoroughly. They were both in perfect cosmetic shape.  The phone its self is a great phone. Good feel, weight etc. the screen is amazing and the camera is far better than my 5S was in low light. The only negative for me was the removal of the IR emitter. I used that a lot on my 5S.
            "
4.0 out of 5 stars,"It's great phone with more features and possibilities than I need. In great shape, looked pretty much new excepting a couple minor scratches on the back.Biggest beefs are that the battery life is less than expected and it gets crazy hot when using the GPS with the screen on.
            "
3.0 out of 5 stars,"Great UI, design, and camera. Unfortunately the top speaker crackles if the volume is turned up too high. I suppose it's part of the risk of buying refurbished electronics.
            "
5.0 out of 5 stars,"Phone came in near perfect condition, no scratches on the glass or dents on the metal.  Came with fast charger, headphones, micro usb to usb adapter, and sim card tool.  It's an amazing product and it works great.  The battery lasts me all day for normal use or 6-8 hours of streaming video. I purchased my phone from Edge Cellular.
            "
4.0 out of 5 stars,"Worked flawlessly. Great buy. Great price.
            "
5.0 out of 5 stars,"Works like a charm.  No problems.  Looked like it was brand new. Had to go to Verizon store to get the free sim and activation and no issues there either.
            "
5.0 out of 5 stars,"The refurbished Galaxy S7 phone I purchased from BuySPRY looked and performed like new with no cosmetic defects at all. I received the phone 4 days after ordering and the seller sent a follow up email the day after delivery to make sure I was happy. Took it to Verizon the same afternoon I received it and Verizon activated it with no problems. Battery life is great.  It took 22 minutes to download my contacts, pictures, and apps from an older model Galaxy phone. I used quite a lot of Google searches to help me customize the phone the way I wanted. I love this phone. I looked at an S8, but for my needs, the few extra, and much more expensive,  bells and whistles weren't worth it.
            "
1.0 out of 5 stars,"Same quality at lower price? I thought it is case by case, but I got a bad one. My phone signal getting weaker and weaker and now I cannot receive any call inside of building.
            "
1.0 out of 5 stars,"Biggest pile of junk. Does not like to read sun cards for Verizon, when it does it only works for 5 minutes. Constantly turns off and resets itself.
            "
5.0 out of 5 stars,"Not even a scratch to show it was a refurbished model. It works very well, and is much better than my older phone.
            "
5.0 out of 5 stars,"Phone arrived in 3 days, everything was great.  More than satisfied!
            "
1.0 out of 5 stars,"I received a US Cellular phone instead of verizon. Really disappointing.
            "
5.0 out of 5 stars,"so much better than my S4; the reduced power consumption feature is a real plus.
            "
5.0 out of 5 stars,"Good product , good price
            "
5.0 out of 5 stars,"Just what I wanted
            "
4.0 out of 5 stars,"The phone arrived in perfect condition, without any signs of use. I'm really happy about taking this chance so far.I'm knocking off one star because the ""relevant accessory"" wall plug charger it came with does not support Samsung's Fast Charge - it's labeled as supporting 2v at 5A only. The original Samsung charger supports variable voltage/amperage combinations up to 15 watts. It's not a huge deal compared with the savings over buying the phone new or even getting refurbs from Verizon. I ordered a Quickcharge-compatible wall plug by Aukey on Amazon for 15 bucks. It's also possible that other sellers may include a fast charger.
            "
5.0 out of 5 stars,"Came as stated.
            "
3.0 out of 5 stars,"Phone was in good condition and shipping was good. I broke the screen and when I had it repaired it was discovered to have been repaired previously with a non ome screen. Very disappointing considering the comment for the phone said it was new.
            "
1.0 out of 5 stars,"Supposed to be in brand new condition and I received a phone with a big chip in the home button. Returned.
            "
3.0 out of 5 stars,"Not a bad phone, however mine seems to slow down at times.
            "
5.0 out of 5 stars,"Very happy with product and great customer service.
            "
5.0 out of 5 stars,"Good
            "
1.0 out of 5 stars,"I had to send the phone back because every time i was making a phone call it would lose internet connection i use my phone to travel so i cant have problems like that.
            "
1.0 out of 5 stars,"This phone is NOT unlocked and will NOT work on the sprint, boost, or virgin mobile networks. Very dispointed with that. Overall, the phone works great, came in great condition, but the not unlocked this is a bummer.
            "
1.0 out of 5 stars,"in fact it looks well it has all the same but it does not serve the calls never who comes in the internet never wants to grab it, if you think it better buy one that if it is original because it is in only one copy and for that reason it does not work
            "
4.0 out of 5 stars,"Will ir work in Argentina??
            "
5.0 out of 5 stars,"Product & Price were great. Response by Tech Support was slow.
            "
5.0 out of 5 stars,"Best phone
            "
4.0 out of 5 stars,"I had a Verizon LG G4 on Straight Talk and I loved it. However, it finally succumbed to the dreaded boot loop effect that LG is currently being sued for. I was looking at a V20 from LG but I read that it, too, was part of the class action law suit and as far as a refurbished G6 for about $40 more, well, sorry, LG, but you've pissed me off now.I started looking at alternatives, and it came down to the HTC 10 or a refurbished Samsung Galaxy S7. After much searching and reading reviews, I settled on the S7. There were several vendors offering them, and I went with DealFisher because they had the ""fulfillment by Amazon Warehouse"" label. Amazon is pretty picky, so I figured they'd be held to a higher standard than these other 3rd party vendors. I paid an extra $8 for next-day shipping.Package arrived on time, in a generic box with an aftermarket charger and USB cable. The phone itself was in excellent condition for a refurbished model. There are 3 small, very light scratches on the otherwise flawless glass on the front. I didn't notice them when I first got the phone, so it could be a result of sitting in my pocket with my keys (screen protector is on the way). There are signs of wear on the plastic bezel around the camera lens, and whatever it is that covers the flash and IR sensor (I read it's some kind of polyurethane coating and shows scratches easily but doesn't effect the functionality) has several marks on it. Everything else on the phone looks brand new. I'm using a Supcase case for it and it fits perfectly.As far as the phone itself, I really like it. Fast and smooth, camera is very good, low-light shots are the best I've ever seen on a phone. the screen quality is amazing. I like watching 4K videos on YouTube just so I can bask in the S7's pixel density goodness! It's eye-candy.I like the size, it's not too big and not too small. Bluetooth works well and pairs with my devices just fine. Audio sounds good and is plenty loud enough, in both earphones and speaker. One thing that irked me about the G4 was no native FLAC support. The S7 plays them just fine with no need for a 3rd party paid-for app like Poweramp. UPDATE: Does not play M4A audio files, so back to Poweramp.My G4 had a pretty finicky battery that would rarely get me through the day. The S7 seems to be much better in this regard. Also, the G4's lock screen would randomly come on all the time, and I don't have that issue at all with the S7 (I disabled the Always On Display feature).My G4 never received updates and it irked the crap out of me. I guess it had something to do with being a Verizon phone using a Straight Talk SIM card. One thing I had to do with the S7 was to get a new SIM card, since it uses a NanoSIM, not a MicroSIM. Surprisingly, upon connecting to the Verizon network it showed an update available and now I have Android 7.0 on my new S7.Time will tell just how durable this refurbished model is. If anything goes wrong, I'll update my review.Bottom line: For just over $230, it's a very nice deal for what is still a great phone that doesn't seem dated to me at all. I like it.
            "
5.0 out of 5 stars,"If you get what you ordered, this is a really nifty phone.  When I decided to upgrade from my 2.5-year-old Galaxy Core Prime, I researched Samsung's flagships back to the S4, and decided the S7 is where they finally got all the changes right.  Great screen, camera, plenty of memory plus expansion slot, runs android 7, and oodles of options, settings, and customization.  The fingerprint unlock is a nice feature.  To me, this phone is also the perfect size, and will still fit in a normal pocket.Only cons so far: finding a screen protector that fits may be difficult, and the notification LED is smaller and dimmer than I am used to, making it hard to notice from a distance.It took me two tries to get the proper phone, however.  There are numerous third-party vendors all selling under this same product description, and I surmise there may be some tension as to what counts as a ""refurbished"" item.  The product description seems to indicate minor defects are acceptable.  Amazon's definition seems to indicate it should be repaired, cleaned, and essentially remanufactured to original, like-new specs.  Now, I have purchased refurbished on Amazon before with great results: A couple Samsung WiFi cams that were as good as new, and a DSLR, refurbished by Nikon USA itself, that was stunningly immaculate.  Alas, the first phone I received did not meet that standard, and was more what I would consider used but decently well taken care of (light glass scratches, dirt/corrosion in speaker and microphone ports).  It was also the wrong model, G930U instead of V, and had an ESN that Verizon could not recognize and activate.  No SIM card for me!  That last bit, of course, was the deal-breaker.Luckily, I had selected an Amazon-fulfilled item, so return and refund was of course fast and painless.  I repurchased from a different seller, also Amazon-fulfilled, and the only one who could deliver before the weekend.  I then timely received a pristine S7 that truly exemplifies what I would call refurbished or remanufactured, and am most pleased.  The short extra wait to get it totally right was well worth it.
            "
5.0 out of 5 stars,"Arrived fairly quickly. So far, so good.
            "
4.0 out of 5 stars,"Very happy to finally order a phone that is really unlocked and functional, as advertized!
            "
5.0 out of 5 stars,"Phone working fine
            "
5.0 out of 5 stars,"Completely satisfied. Arrived on time & just like brand new! No complaints 😃
            "
3.0 out of 5 stars,"DOESNT COME WITH A SIM CARD!!! AND OBVIOUSLY DOESNT GO THROUGH STRAIGHTALK.
            "
5.0 out of 5 stars,"I bought two of these refurbished Galaxy S7's.  I've only had them less than a week.  My wife's appears to be working well, but mine hangs up and needs a system reset several times a day.  This happens when it is idle for a length of time - several hours.  Seems OK if it is on a charger, but if left overnight off the charger it is unresponsive in the morning and needs the system reset.  When it comes on it still had battery life two nights, but the battery was at 0% another night.  Sometimes it hangs up during the day after being idle a few hours, even with a nearly fully charged battery.  Looks like I'll have to send mine back.Also, I have a hard time typing on that touchscreen keyboard - seems I have to backspace once for every 2-3 characters I try to type.  But in fairness, my grandkids seem to have far less difficulty.  Maybe I'll get accustom to it.UPDATE:  The day I wrote that review, I arranged to return the bad phone and buy a new one.  But I did not send it back right away.  That was about a week ago and I haven't experienced the problem since.  The S7 had required a couple system updates - perhaps they fixed the problem.  I've decided to retain the phone since then.  I'll leave the score as is.
            "
1.0 out of 5 stars,"The battery in this phone is incredibly weak.Shouldn't a refurbished phone come with a new battery?Don't waste your money!
            "
1.0 out of 5 stars,"I bought this phone and after getting it activated three days later took it off the charger and set it down and looked at it two hours later and the screen  messed up and I can't even use it it looks like black ink Under my screen
            "
5.0 out of 5 stars,"I actually bought an unlocked S9 from this group and it works great. Got a 20% off Amazon like one day thing, so it was very cheap and that was why I did it but in thrall of all the hype. BUT, I had to give up my S7 I had gotten from Verizon for about six months to my wife as her old S5 finally bought the dust.I gotta tell you I really loved the S7 having come from an S5 back in August of 2018. Essentially, an S7 is an S5 on steroids with a better OS updated to Oreo in like October 2018 so recent.  The S7 is all about substance over form. The S7 in some ways is the last of the purely functional phones with a hard button. Samsung reached a peak with this phone. They essentially fixed all the ""issues"" they had with the S5 (plastic) and S6 (glitchy not polished ideas) and created a nice looking decent phone with a good camera, water resistance and a fast chip inside.  Ever since, for the S8 and S9 all they did was make em prettier and faster with bells and whistles.  The glass backs on the S8's and 9's are just another thing waiting to break. You better get a good case. They are slick in your hand too. But that screen is nice I must admit, but it is obvious that the new phones are all about form first substance second. It must be prettier and more flashy and oh by the way, it is very fast.But we are talking about the S7 and it is a very good phone for the average user who isn't going to play shooter games and doesn't need the latest, greatest and flashy. The S7 is not slow.  It s a highly functional phone that is water resistant (IP68), pretty darn fast built like a tank (metal), with unconnected fast charging and with a very decent camera. I loved it. I love its size in a hand. It fits perfectly in pockets whereas the S9 is long.  Not a biggie..until you bend over in jeans. And I am not too sure I am totally sold on these curved front glass on the S8's and S9's. I have already cracked one tempered glass screen protector because of the little pretty curved glass front. I never had a problem on my S5 or the S7. Apparently, this is common. The S7 is a little solid brick (still pretty) has a nice solid protective metal bezel and back and with a screen protector is good to go always. I have lately picked the old S7 up off the charger and noticed right away how comfortable it was in my hand remembering it fondly. The S9 is a great phone, but I miss the S7's pure functionality as a practical necessary device that ""fit"" in so many ways.  I may try to see if the significant other will trade me. She does like that Lilac back on the S9...So, I promise you if you are an Android person over 50 and just want a nice functional fast reliable phone that still looks good without a case, go with one of these and save yourself around 500 bucks. You won't regret it.
            "
5.0 out of 5 stars,"Shipped quickly, phone is fully functional
            "
1.0 out of 5 stars,"This phone locks up (unresponsive) far more than my Galaxy S5 ever did. It seems to do it at the most inconvenient times too like when I am trying to use the camera....the camera is great and I love the features but I could NEVER use the phone as my go to camera for the lag reasons.Or take today, I missed 2 incoming calls (it never even showed incoming) and then when I tried to call VM the phone basically locked up. I was finally able to respond to a text but this thing lags even when typing!Even after I rebooted...which sometimes takes 90 seconds for me to initiate when it gets into lag more, it was slow after the reboot!It's unreal. I think this is my last Galaxy.
            "
2.0 out of 5 stars,"The phone looks perfect. It came with an off brand charger that does not seem to charge it, but that is not a big deal to me, as I have chargers that do work.  This did not come with ear buds either, which is also not a big deal to me but may be for someone else.  It took a full week to get delivered which took way to long.  Amazon has rarely taken that long.  Once I finally received this phone, I did the smart switch from my Samsung s5 to this s7. That was easy and worked perfectly.  I got everything set up and it all worked great.  So I finally switched my sim card and ready to make calls.  That's when everyone I talked to on the phone said they had a hard time hearing me.  They can't hear during the call unless I use the speaker phone.  Since it's not always feasible or appropriate to be on speaker this is a huge issue. Calling Amazon tech support I was told to install any updates or reset the phone to factory settings.  Neither of those things worked.  With regret, I will have to find another option.
            "
1.0 out of 5 stars,"Phone showed up on time looked great until I powers it on. The screen only updated the left side when selecting options the right side kept going black.  Just ordered another one will be sending first one back.
            "
5.0 out of 5 stars,"The Samsung S7 is great! After my Note 5 took a bath and quit..I replaced with Samsung J7 both are great phones and very similar with the exception of the cameras.  The J7 while nice, didn't have the camera as the Note 5.I opted to try a refurbished Samsung S7. You would never know it wasn't brand new.  For less than $270 I've got a flagship handset, with an incredible camera and expandable storage. I highly recommend expandable storage if you enjoy taking pictures and loading mp3 files.I often drop my phone and rougher than most...so I couldn't justify the cost of an S8 or the newer S9 model phone. I'm very happy with the S7 and glad I took a chance on a refurbished item.
            "
4.0 out of 5 stars,"I give the product 5 stars, but the delivery was all over the place.  It finally arrived a couple of days late.  Who knows what happened, but the package arrived in excellent condition, so the extra routing did it no harm.  The Cell phone is like brand new.  It is a beautiful phone and my wife loves it.  In fact, after a few days of use, we like it so much I ordered one for myself.  AND GUESS WHAT?  It to has gotten lose in route, can you believe it?  I keep getting apologies for the lateness and when I track it it seems to be zigging and zagging its way to my address.  Never had this problem before when ordering PRIME from Amazon, weird.  I do not mind it come days late if it is in the same condition as the phone my wife received.  I would buy it again.  I liked the S8 and S9 but the roll over screen appears to be too sensitive for me.  My kids have these and you cannot pick it up without setting something off.  This S7 can be bought in the EDGE model but I prefer the standard screen.  The fact it is water proof (? resistant) and dust proof is a plus.UPDATE:  I liked this phone so much I ordered on for myself.  And guess what?  It too seemed to have gotten lost en-route.  When I did received it the packaging was fine, just a late delivery.  Also, I had assumed this was a Factory Refurbished, like the one I bought for my wife, but it came in a different product package and without the Refurb. stickers.  The phone looks like new but has a warning on the inside saying that it only has a 60 day return warranty, as opposed to the 90 day warranty of the Cert. Refurb. models?  So far the phone is working flawless and is like new -- I would guess it is actually a new phone, except it came with a Nokia charge cable, and a small transformer charger that is not from Samsung.  I have found a flaw, the headphone plug is crap.  You have to hold the plug in with pressure or it will not work.  For me?  I don't care about that because I never use headphones.  Everything else looks like new.  I have marked my calendar for the 60 trial, because that is what it is, for me.  Both of these phones came through Amazon Prime and say the supplier is Samsung, so I am assuming they both came from the same distributor, but the difference in packaging says otherwise?  We will see.
            "
5.0 out of 5 stars,"Perfect.  Came two days early ,  no problems
            "
5.0 out of 5 stars,"Phone works and looks just like new
            "
5.0 out of 5 stars,"Great value for a great phone!
            "
1.0 out of 5 stars,"I have owned a lot of phones throughout the years and this is the worst phone I have ever owned, Period ! I have mostly owned Motorola phones up until my nearly new Moto Z Play was accidentally submerged at the lake while putting my new boat in at the dock. At that point I decided I needed a phone that was water proof and this was suggested by a sales person at my local Verizon store. I currently owned a 10"" Galaxy Tablet and it was OK so didn't think twice about buying a Samsung Phone. Well, it was a huge mistake and I noticed almost from the beginning how short the battery life was and also how slow and sluggish the phone seemed to be compared to my Moto Z. At first it was tolerable but it just seemed to get worse, slower and more sluggish and the battery life after only a year is at a point to where I can barley make it through a full day a work and I find my self having to plug the phone in throughout the day just to get by. I did go through some steps on Google to try and speed the phone up and free up resources but this only helped a little and the battery life is just a deal breaker. The other issue is the phone is so damn fragile, I dropped it for the first time the other day, and even in a protective case the back completely shattered. I dropped my preious model Motorola phones countless times and other than a slight mark or blemish the phones were absolutely fine. So after only a little more than a year of use,  I now find myself needing to purchase a new phone due to its less horrible battery life, glass-jaw like build quality and piss poor performance and it will certainly not be another Samsung !!!
            "
1.0 out of 5 stars,"Very disappointed in the customer service. Phone battery started failing, and they say the only thing they can do for me is have me ship the phone back to them for a repair. So now if I want the phone fixed I have to go buy another phone otherwise I am a couple weeks without a phone.
            "
5.0 out of 5 stars,"Very happy with this purchases. We updated from our S5's to these S7's and was very impressed with the quality and new lool including the packaging. Much faster than the S5's and takes very nice photos. Picked up the SIM chips directly from Verizon for only $20.
            "
5.0 out of 5 stars,"Acceptable, given the exorbitant price of smartphones.
            "
4.0 out of 5 stars,"delivered as expected a few blemishes to be expected as it was used but I love it!
            "
4.0 out of 5 stars,"item works perfect as described....
            "
5.0 out of 5 stars,"Love it!
            "
4.0 out of 5 stars,"It's a solid phone in very excellent condition, and the price was great.It's still pretty tied to Verizon - you have to do quite a bit of manual setup to get it to work properly with other carriers (I had to call T-Mobile to have them reset some settings). I also get some annoying notifications about the SIM card not being from Verizon when I restart the phone.
            "
1.0 out of 5 stars,"The Galaxy S7 and S7 Edge have a common defect where the rear camera glass cover will spontaneously shatter. There are quite a few reported cases of this online, and Samsung is as of yet not acknowledging it as a manufacturing defect. Because of the design of the Galaxy S7, it is virtually impossible to repair this yourself, and in order to have it fixed you have to go without a phone for over a week after shipping the phone to Samsung, paying them to repair it, and waiting for them to ship it back. In my case the rear camera glass cover shattered while sitting on my desk, and there are numerous other reports of similar events (as crazy as that sounds). Samsung Support is unhelpful and denies that this issue has been previously reported, despite evidence to the contrary.
            "
3.0 out of 5 stars,"I decided to try something new for a change and purchased a Samsung Galaxy S7. It took me awhile to get used to the new software of an android phone and all the features that the S7 has to offer. I found the S7 to be overly complicated and it took me a lot longer to complete my endeavors with the S7 compared to an iPhone. In addition, I have found my Galaxy S7 has constantly froze and forces me to close applications. In my opinion, I think that iPhone is better than Galaxy because of the simplicity that iPhone offers.
            "
1.0 out of 5 stars,"Everything claims that this phone will work with Verizon, the description, the shipping report, everything. However, when it arrived, the phone was an AT&T network phone, not Verizon.
            "
3.0 out of 5 stars,"Wasnt what I wanted bc my son wanted the edge. It had a few small nicks on the outside frame.  No problem w return.
            "
1.0 out of 5 stars,"The screen is too sensitive. Makes it impossible to browse without clicking into sites you don't want to go to. There is no way to turn it low enough. The pointer speed all the way down did not help.
            "
5.0 out of 5 stars,"Keep in mind that I only got the phone today so this review doesnt cover long term issues.Condition: It looks new and has no damage what so ever. Now it might not have the shine or feel of a new phone, but I put it under strong light looking for any signs of damage and I found none. Touch screen is perfect and all the buttons work. I'm a little worried that the home button might fail in time (it does feel a little weird) but for now its responsive so no complaints. The phone also has a Verizon logo at the back.Packaging and delivery: I dont have prime. I ordered this on Monday afternoon and I got it on Saturday. Not bad. The shipping box had the protective air bubbles and all. The phone does NOT come with the original packaging. As the case with most refurbished products it comes in a generic box. It had a changer and a short USB cable but no headphones (bummer). It also doesnt have the user manual but who reads that.The phone takes a nano sim and I micro SD. I had to replace my sim at the Verizon store and they added me to the network no problem. I'm not sure if this phone works with other networks but it does have setup guide for non-Verizon carrier. The battery doesnt seem as bad as some reviews are saying, but then again I've had my S5 for almost 3 years so anything will feel like an upgrade.
            "
3.0 out of 5 stars,"The screen has lots of minor abrasions which make it extremely prone to retaining many fingerprints and oils. The earpiece is all scratched up (the black paint is chipping off of it a lot), and the home button has a big chunk taken out of the middle of it.  The corners are also pretty dinged up and the charging port is filthy as though it wasn't ever cleaned out with alcohol as it should have been - I cleaned the charging port myself when the phone failed to charge at first.  Cleaning it did the trick.  The power button is finicky and doesn't always function on the first press.  The microphone and speaker holes are also somewhat dirty right out of the box.  The phone still functions just fine aside from these points, however, and it seems to still have its waterproof properties.  The SIM card tray is perfectly intact as it should be, and there are no scratches in front of any of the cameras, luckily.  The last owner of this phone certainly didn't go out of their way to keep it clean or take care of it with a protective case or even a screen protector.  Adding a screen protector does help with the scratches that are all over the screen, at least.  You get what you pay for I guess, but I am mostly happy with the phone so far simply because it is surely an upgrade from the S6 that I had before this.
            "
5.0 out of 5 stars,"I have been a Blackberry person for over 20 years. One of my first cell phones was a Blackberry. My husband checked me for a temperature when I ordered this Samsung Galaxy S7. So, I LOVE IT!!!! I have had very little trouble getting use to the the new icons. The phone works so similar to my Samsung Tablet that I really did not have any trouble converting. Phone was in excellent, like new shape and ported right over to my Verizon plan. I had to do a couple hours of download on OS updates about a week after I began using it, but went to Verizon store and used their data, saving mine for my stuff.  The size is excellent for me to carry. The features are clear and easy to use. The price was GREAT!! Delivery was as stated. Totally satisfied!
            "
5.0 out of 5 stars,"Caveat: I got this as an upgrade from my first phone, which was old and not the best quality to start with. So I might be a little off perspective about some things.That said, I love this thing. Migrating my information and accounts was really easy, as was dropping the stuff I didn't want. The keyboard is much more precise than my old one. It is much easier to read the screen than my old one, especially for extended periods (I like ebooks). The screen adjusts to ambient light conditions, which is a great. The screens are pretty self-explanatory, and the icons are easy to see. I am still working out some of the differences with services between this and my old one (which wasn't a Samsung), and I don't like any of the default ringtones, but overall I love it!
            "
2.0 out of 5 stars,"It looked like a good deal until I tried to get it to connect to Verizon,  come to find out is wasn't a Verizon phone,  had to send it back (I paid shipping),  bought a brand new one on eBay cheaper, no tax,  that one was defective, had to finally send it back,  I am using my old S5, bought a new case, makes me think it is new,  oh well i had a black cloud flying over me that week.
            "
4.0 out of 5 stars,"I ordered two of these certified refurbished  phones. One was great: in really good shape and worked perfectly, the othe one same shape but the microphone  didn't  work. We have sent it back for a replacement. It has not arrived yet so we don't  know  if  there are any problems with it.
            "
5.0 out of 5 stars,"Works as spec.  Battery life is as new. Updated immediately to Android 7.0 when first started.  I just plugged in my sim card from my old Galaxy  S7 Edge (I prefer the S7 by the way) - et voila!
            "
5.0 out of 5 stars,"Great phone. Works on AT&T. Quality refurbish.
            "
2.0 out of 5 stars,"Needed a charging port replaced. Intermittent wired charging. Too bad..... nice phone otherwise.
            "
5.0 out of 5 stars,"This is a great upgrade from my Galaxy S5 - it is SO MUCH faster even with little things like connecting to my bluetooth headset. I was a little hesitant to purchase the Verizon model (G930V) since I am an AT&T customer. I was told in the AT&T store when I had to activate the new sim card that since it's a CDMA device that it would be stuck on the ""H"" (Hospitality) speed network which would not be LTE but would be on 3G speeds. The mobile network will sometimes switch over to H or 3G, but it does stay on 4GLTE most of the time - I'm just using the normal AT&T APN settings. I just tested and got 43Mbps down and 9Mbps up on the mobile network - this is definitely not 3G speed. :) I still need to work through a voicemail issue, though.Also, the device came to me in what appears to be like new condition. There was a small scuff on the top of the phone, but the screen seems pretty much flawless.
            "
1.0 out of 5 stars,"Piece of crap, battery life is terrible. the whole curved edge screen (not even the S7 Edge) makes the phone buggy. As soon as I can I'll be switching to another brand or the iPhone.
            "
1.0 out of 5 stars,"The phone wasn't unlocked and after taking it to 3 different stores none of them could get it working.
            "
1.0 out of 5 stars,"I bought a new galaxy s7 from Verizon only to have it not charge after 6 months.  Will be last Samsung I buy.
            "
5.0 out of 5 stars,"I love my S7. I cracked the screen on my old one and I was told I could trade it in for an S8 but instead I purchased another S7. I will be sad when I actually have to give up my S7 for something else.The shipping was quick and the packaging was fine.I will say that the battery life on my phone was so short that I was charging it 4 times a day. I purchased a replacement battery and replaced it myself. It was a little tricky but worth it because I love this phone.The camera on this phone is great. I take tons of photos! I have yet to run out of room. I also use my phone to record videos and it's fine!
            "
5.0 out of 5 stars,"I'm giving 5 stars. The product is exactly what it was described to be. It works awesome. I've had no issues this far with one exception. Phone kept prompting to have software update. I tried to update from phone several times with no success so instead I used my pc which as long as it works then that's all that matters. The phone came in 2 days early which was awesome! I have purchased several phones online and this is by far one of the better ones.
            "
5.0 out of 5 stars,"I was a little concerned about buying a refurbished cell phone but decided to take a chance. It looked new out of the box and has been working like new as well. There seems to be a wide range of reviews on these phones. I think it depends on who you buy them from. The issue I have when reading reviews is that is the one thing nobody mentions in most cases. Mine was purchased from BuySPRY. It has been an excellent phone so far and I am glad I went with a refurbished phone now.
            "
3.0 out of 5 stars,"Went to Verizon for some troubleshooting and was told this device belong to another account. Even after taking the box I got it with, was told they couldn't help me. Had to buy another phone.
            "
1.0 out of 5 stars,"Purchased this because the description states: ""Samsung Galaxy S7 G930v 32GB Verizon Wireless"". Verizon could NOT activate this phone because it is not a Verizon phone. Phone came in a box with only the charger and phone. Outside on the box it states ""Samsung galaxy s7 g930 32g Verizon/unlocked black"".  Returning for a full refund.
            "
5.0 out of 5 stars,"Could see only one tiny scratch. Otherwise, the phone looks brand new. Battery life is so-so, but that might just be from adding apps and playing with the phone. In typical Samsung fashion, the screen is very sensitive to touch. Annoying, but not a big deal. I added a screen protector that seemed to help.  I've only had the phone for a couple of weeks, but hopefully I'll continue to be happy with my purchase.
            "
4.0 out of 5 stars,"received 3 different phones before the one I have right now, they have great, easy, and fast customer service, everything went fine with a few replacements. convinced the phone doesn't have a oem battery, it discharges very quick.
            "
5.0 out of 5 stars,"The phone works very well. I love the camera and the photo editing features. The blue light reduction feature is great as well. The touch screen can be slow and sometimes the words that came up while typing can be very off, but overall I really like my new phone.
            "
5.0 out of 5 stars,"I bought the S7 refurbished to replace an older cell phone of mine. Prior to this purchase, I had only purchased new cell phones directly from Verizon, so I was nervous. Well, the phone worked so well and was so easy to set up that I came back and purchased a second one for another family member. The first one shipped from BuySRRY and the second one from Kiss Electronics, but it did not make a difference as both were identical, quality products.
            "
5.0 out of 5 stars,"My son's Galaxy S7 screen went dead the last time he dropped it. We bought the same phone from this company and we stuck in his SIM card and SD card and its worked like a dream. Its a certified refurbished but looks and acts like brand new. It was fast shipping too! Thanks!!
            "
4.0 out of 5 stars,"I received mine from DealFisher a few months ago. The battery seems to hold up well and everything has been in good working order. The home button is likely aftermarket and a little ""clickier"" than it would be from a new phone, and the fingerprint scanner isn't quite as consistent with it  as I'd expect (less so than it was with my S6). Overall it was very much worth it to buy refurbished.
            "
1.0 out of 5 stars,"After reading the negative reviews mixed with some positive ones, I figured it would be a gamble purchasing this refurbished phone. Well, I lost that wager. Phone went from 100% battery to 34% in 2 hours, with very limited use. Tried removing unnecessary apps, dimming the screen, and turning off the ""always on"" screen setting, but nothing helped. Ended up just purchasing a new phone from Verizon.
            "
5.0 out of 5 stars,"The Galaxy S7 is STILL an amazing phone - even two years after it's initial release. I bought this phone solely for the purpose of capturing 1080p and 4K video with the Osmo Mobile 2 that allows me to walk while recording and get extremely stable footage.
            "
5.0 out of 5 stars,"For the price this phone is awesome. Replaced my S5 that had become a complete mess. This phone is fast, long battery life and no visible wear. Also came with a real fast charger and an adapter so I could easily connect phones and transfer all my info over. Love it so far!
            "
4.0 out of 5 stars,"It's holding up okay so far. Brought it to a Verizon shop and got it set up easily. Two complaints about the S7: the charge port still sucks (cords don't fit/ break and probs with moisture getting in) and no memory card.
            "
5.0 out of 5 stars,"Works as good as the original we bought through the VZW retailer so far (4 months). Had to call verizon and have them re-add visual voicemail because the phone didn't automatically sync when we had it synced with the old phone number (from the phone it replaced.)
            "
5.0 out of 5 stars,"I received this phone as an upgrade to my old Samsung S5.  I am so pleased with the build and quality of this phone - it has all the features I need plus more that I don't.  ;)  I mainly use it for texting and checking my social media.  Camera has some great features and pictures are great.  I'm super happy I have this new phone!  For being a re-conditioned phone there was not a mark on it - it looks brand new.
            "
5.0 out of 5 stars,"So fare so good!  I'll report back after a year if I have any problems.
            "
2.0 out of 5 stars,"Fully charged the phone prior to use. Less than 4 hours later phone was down to 15%. Eighth continued use seems to be losing 20% every hour on the optimized battery setting.The phone took 4 updates in order to work properly.  I'm not sure if that is common but I've not experienced it with other refurbished phones.
            "
5.0 out of 5 stars,"I could not be happier with this product.  It was the perfect replacement for a phone that I really liked but accidently destroyed.  It was delivered quickly and I had no problem quickly and easily transferring from my old phone to this one. It is continues to consistently perform very well.
            "
4.0 out of 5 stars,"Received a G930U instead of the G930v advertised.  Was able to make it work, but not what I wanted.
            "
